75.0 63.4 19.7 35.9 55.4 34.7 42.7 30.4 0 0 1 0 0 0 0 0 0
46.7 31.3 44.4 38.9 84.7 25.0 57.3 .0 0 0 0 0 0 1 0 0 0
42.2 20.8 12.6 78.4 15.4 25.0 46.6 .0 0 0 0 0 0 0 0 0 1
31.6 15.8 39.5 78.3 16.7 66.7 73.8 58.9 1 0 0 0 0 0 0 0 0
27.7 19.2 50.2 80.1 16.6 65.3 52.4 48.2 1 0 0 0 0 0 0 0 0
38.0 15.1 27.4 77.9 18.1 33.3 48.5 50.0 1 0 0 0 0 0 0 0 0
41.2 20.8 27.8 67.7 29.3 66.7 74.8 55.4 1 0 0 0 0 0 0 0 0
48.4 31.3 22.0 61.9 36.0 41.7 56.3 48.2 1 0 0 0 0 0 0 0 0
31.2 20.8 19.3 78.6 28.8 61.1 70.9 50.0 1 0 0 0 0 0 0 0 0
34.2 11.7 61.0 71.4 22.6 75.0 81.6 67.9 1 0 0 0 0 0 0 0 0
40.4 11.3 41.7 70.1 24.3 62.5 77.7 64.3 1 0 0 0 0 0 0 0 0
68.3 36.2 53.8 39.2 48.1 61.1 60.2 37.5 0 1 0 0 0 0 0 0 0
64.5 39.6 74.4 37.1 45.7 66.7 66.0 64.3 0 1 0 0 0 0 0 0 0
61.2 38.1 45.3 47.8 36.7 52.8 65.0 44.6 0 1 0 0 0 0 0 0 0
60.0 43.0 41.3 48.5 36.3 76.4 61.2 60.7 0 1 0 0 0 0 0 0 0
57.8 32.8 34.1 50.0 41.3 65.3 60.2 46.4 0 1 0 0 0 0 0 0 0
65.2 38.5 60.5 39.3 43.9 68.1 61.2 69.6 0 1 0 0 0 0 0 0 0
57.2 38.9 41.3 51.8 33.1 61.1 67.0 39.3 0 1 0 0 0 0 0 0 0
66.6 31.3 89.2 45.6 32.5 54.2 52.4 25.0 0 1 0 0 0 0 0 0 0
58.8 38.1 57.0 45.4 41.5 56.9 68.0 44.6 0 1 0 0 0 0 0 0 0
68.6 35.8 52.0 44.6 37.2 51.4 56.3 50.0 0 1 0 0 0 0 0 0 0
52.3 45.7 39.0 63.5 18.1 34.7 51.5 30.4 0 1 0 0 0 0 0 0 0
46.4 53.6 39.5 63.6 18.6 59.7 56.3 51.8 0 1 0 0 0 0 0 0 0
61.9 42.3 43.9 45.2 41.2 62.5 64.1 39.3 0 1 0 0 0 0 0 0 0
70.3 51.3 38.6 40.9 40.0 59.7 68.0 60.7 0 1 0 0 0 0 0 0 0
71.3 41.1 65.5 41.8 33.5 59.7 64.1 46.4 0 1 0 0 0 0 0 0 0
59.8 32.8 49.8 52.1 30.8 72.2 61.2 46.4 0 1 0 0 0 0 0 0 0
65.9 54.3 64.6 44.0 35.4 47.2 56.3 35.7 0 1 0 0 0 0 0 0 0
55.6 46.4 44.8 48.4 40.4 72.2 62.1 60.7 0 1 0 0 0 0 0 0 0
65.3 44.5 53.8 23.7 73.0 63.9 78.6 62.5 0 0 0 1 0 0 0 0 0
44.6 20.0 100.0 69.7 .0 69.4 65.0 76.8 0 0 0 1 0 0 0 0 0
28.1 9.8 56.1 71.8 32.9 59.7 61.2 41.1 0 0 0 1 0 0 0 0 0
59.9 29.4 50.7 44.3 43.5 56.9 72.8 78.6 0 0 0 1 0 0 0 0 0
26.2 12.8 61.0 68.6 35.6 65.3 67.0 96.4 0 0 0 1 0 0 0 0 0
63.7 47.2 18.4 48.7 36.7 47.2 82.5 58.9 0 0 0 1 0 0 0 0 0
79.6 86.0 33.2 31.4 40.1 38.9 68.0 44.6 0 0 0 1 0 0 0 0 0
69.6 42.6 26.5 42.1 41.3 50.0 88.3 67.9 0 0 0 1 0 0 0 0 0
48.3 22.3 73.5 61.3 25.1 55.6 60.2 53.6 0 0 0 1 0 0 0 0 0
34.0 16.2 51.6 68.4 31.8 54.2 58.3 75.0 0 0 0 1 0 0 0 0 0
46.0 21.9 90.6 58.2 27.4 58.3 71.8 64.3 0 0 0 1 0 0 0 0 0
58.0 27.5 66.8 55.5 25.0 56.9 67.0 51.8 0 0 0 1 0 0 0 0 0
45.2 30.9 30.9 46.4 69.1 45.8 89.3 .0 0 0 0 0 1 0 0 0 0
44.3 44.2 35.4 48.3 63.9 25.0 62.1 .0 0 0 0 0 1 0 0 0 0
43.9 33.2 36.3 48.4 68.4 34.7 57.3 .0 0 0 0 0 1 0 0 0 0
41.3 33.2 24.7 52.7 63.4 41.7 64.1 .0 0 0 0 0 1 0 0 0 0
48.8 31.3 27.4 48.3 64.6 50.0 60.2 .0 0 0 0 0 1 0 0 0 0
42.8 33.6 36.8 50.0 66.3 36.1 54.4 .0 0 0 0 0 1 0 0 0 0
38.8 32.5 38.6 51.4 65.8 36.1 84.5 .0 0 0 0 0 1 0 0 0 0
43.1 27.5 22.9 52.8 63.1 48.6 73.8 .0 0 0 0 0 1 0 0 0 0
44.6 29.1 25.6 50.0 66.2 41.7 68.9 .0 0 0 0 0 1 0 0 0 0
39.2 35.1 33.6 52.3 65.2 38.9 62.1 .0 0 0 0 0 1 0 0 0 0
38.8 30.6 37.7 52.1 64.5 41.7 75.7 .0 0 0 0 0 1 0 0 0 0
41.3 28.7 21.5 52.6 64.5 47.2 75.7 .0 0 0 0 0 1 0 0 0 0
50.5 27.9 22.0 51.2 63.7 44.4 82.5 .0 0 0 0 0 1 0 0 0 0
38.9 24.2 27.4 54.0 66.7 36.1 57.3 .0 0 0 0 0 1 0 0 0 0
47.6 7.5 38.1 43.0 65.6 25.0 42.7 .0 0 0 0 0 1 0 0 0 0
37.3 26.0 27.8 52.3 71.3 26.4 66.0 .0 0 0 0 0 1 0 0 0 0
38.2 32.5 23.8 50.6 71.2 31.9 80.6 .0 0 0 0 0 1 0 0 0 0
40.4 31.3 35.0 49.5 70.0 30.6 69.9 .0 0 0 0 0 1 0 0 0 0
41.3 26.8 35.4 52.3 64.7 27.8 68.9 .0 0 0 0 0 1 0 0 0 0
40.0 36.2 35.4 50.4 68.6 25.0 61.2 .0 0 0 0 0 1 0 0 0 0
42.8 35.1 29.6 51.3 71.9 36.1 83.5 .0 0 0 0 0 1 0 0 0 0
46.5 35.8 39.9 37.0 87.5 26.4 64.1 .0 0 0 0 0 0 1 0 0 0
53.6 36.6 41.7 33.5 86.8 27.8 61.2 .0 0 0 0 0 0 1 0 0 0
50.4 36.2 39.9 27.6 100.0 27.8 90.3 .0 0 0 0 0 0 1 0 0 0
46.4 31.7 47.1 36.3 89.4 30.6 85.4 .0 0 0 0 0 0 1 0 0 0
51.0 34.0 47.5 34.1 87.3 33.3 62.1 .0 0 0 0 0 0 1 0 0 0
42.3 42.3 44.8 40.7 81.9 36.1 58.3 .0 0 0 0 0 0 1 0 0 0
48.8 35.8 48.9 36.4 83.1 34.7 72.8 .0 0 0 0 0 0 1 0 0 0
41.4 23.4 22.4 44.7 83.9 37.5 63.1 .0 0 0 0 0 0 1 0 0 0
47.2 30.2 43.9 34.8 92.0 27.8 64.1 .0 0 0 0 0 0 1 0 0 0
42.4 27.9 40.8 42.7 83.6 22.2 56.3 .0 0 0 0 0 0 1 0 0 0
49.1 34.3 40.4 34.4 90.0 31.9 67.0 .0 0 0 0 0 0 1 0 0 0
45.3 20.8 39.5 67.3 27.6 52.8 75.7 .0 0 0 0 0 0 0 1 0 0
47.1 13.2 21.5 80.1 12.9 11.1 17.5 .0 0 0 0 0 0 0 1 0 0
53.3 20.8 43.9 59.7 32.5 52.8 85.4 .0 0 0 0 0 0 0 1 0 0
48.9 28.3 30.5 60.7 33.5 52.8 85.4 .0 0 0 0 0 0 0 1 0 0
42.7 28.3 57.4 67.8 26.6 66.7 95.1 .0 0 0 0 0 0 0 1 0 0
45.3 32.1 48.4 67.3 22.7 38.9 75.7 .0 0 0 0 0 0 0 1 0 0
43.6 24.5 39.5 72.0 21.7 25.0 66.0 .0 0 0 0 0 0 0 1 0 0
